"source_folder","source_filename","figma_page","figma_section","figma_source_frame","figma_editable_frame","feature","screen","locale","state","screen_type","component_dependencies","prototype_flow","completion_status","notes"
"09-support-settings","09-contact-support-form-fr.png","90 — Support & Settings","02 — Source Screenshots","SRC / 09-contact-support-form-fr.png","","Support & Settings","contact-support-form","French","Default","Screen reference","TBD after editable reconstruction","Support & Settings","Inventory complete — Figma import blocked by MCP plan limit","Source path: 09-support-settings/09-contact-support-form-fr.png; dimensions: 941x1672"
"09-support-settings","09-data-usage-image-quality-wifi-cache-fr.png","90 — Support & Settings","02 — Source Screenshots","SRC / 09-data-usage-image-quality-wifi-cache-fr.png","","Support & Settings","data-usage-image-quality-wifi-cache","French","Default","Screen reference","TBD after editable reconstruction","Support & Settings","Inventory complete — Figma import blocked by MCP plan limit","Source path: 09-support-settings/09-data-usage-image-quality-wifi-cache-fr.png; dimensions: 941x1672"
"09-support-settings","09-faq-article-track-order-steps-fr.png","90 — Support & Settings","02 — Source Screenshots","SRC / 09-faq-article-track-order-steps-fr.png","","Support & Settings","faq-article-track-order-steps","French","Default","Screen reference","TBD after editable reconstruction","Support & Settings","Inventory complete — Figma import blocked by MCP plan limit","Source path: 09-support-settings/09-faq-article-track-order-steps-fr.png; dimensions: 941x1672"
"09-support-settings","09-faq-tab-categories-fr.png","90 — Support & Settings","02 — Source Screenshots","SRC / 09-faq-tab-categories-fr.png","","Support & Settings","faq-tab-categories","French","Default","Screen reference","TBD after editable reconstruction","Support & Settings","Inventory complete — Figma import blocked by MCP plan limit","Source path: 09-support-settings/09-faq-tab-categories-fr.png; dimensions: 941x1672"
"09-support-settings","09-forced-update-required-fr.png","90 — Support & Settings","02 — Source Screenshots","SRC / 09-forced-update-required-fr.png","","Support & Settings","forced-update-required","French","Update","Screen state","TBD after editable reconstruction","Support & Settings","Inventory complete — Figma import blocked by MCP plan limit","Source path: 09-support-settings/09-forced-update-required-fr.png; dimensions: 941x1672"
"09-support-settings","09-help-category-orders-delivery-fr.png","90 — Support & Settings","02 — Source Screenshots","SRC / 09-help-category-orders-delivery-fr.png","","Support & Settings","help-category-orders-delivery","French","Default","Screen reference","TBD after editable reconstruction","Support & Settings","Inventory complete — Figma import blocked by MCP plan limit","Source path: 09-support-settings/09-help-category-orders-delivery-fr.png; dimensions: 941x1672"
"09-support-settings","09-help-center-home-ar.png","90 — Support & Settings","02 — Source Screenshots","SRC / 09-help-center-home-ar.png","","Support & Settings","help-center-home","Arabic","Default","Screen reference","TBD after editable reconstruction","Support & Settings","Inventory complete — Figma import blocked by MCP plan limit","Source path: 09-support-settings/09-help-center-home-ar.png; dimensions: 941x1672"
"09-support-settings","09-help-center-home-categories-requests-fr.png","90 — Support & Settings","02 — Source Screenshots","SRC / 09-help-center-home-categories-requests-fr.png","","Support & Settings","help-center-home-categories-requests","French","Default","Screen reference","TBD after editable reconstruction","Support & Settings","Inventory complete — Figma import blocked by MCP plan limit","Source path: 09-support-settings/09-help-center-home-categories-requests-fr.png; dimensions: 941x1672"
"09-support-settings","09-help-center-search-results-fr.png","90 — Support & Settings","02 — Source Screenshots","SRC / 09-help-center-search-results-fr.png","","Support & Settings","help-center-search-results","French","Default","Screen reference","TBD after editable reconstruction","Support & Settings","Inventory complete — Figma import blocked by MCP plan limit","Source path: 09-support-settings/09-help-center-search-results-fr.png; dimensions: 941x1672"
"09-support-settings","09-legal-center-terms-policies-fr.png","90 — Support & Settings","02 — Source Screenshots","SRC / 09-legal-center-terms-policies-fr.png","","Support & Settings","legal-center-terms-policies","French","Default","Screen reference","TBD after editable reconstruction","Support & Settings","Inventory complete — Figma import blocked by MCP plan limit","Source path: 09-support-settings/09-legal-center-terms-policies-fr.png; dimensions: 941x1672"
"09-support-settings","09-maintenance-mode-services-impacted-fr.png","90 — Support & Settings","02 — Source Screenshots","SRC / 09-maintenance-mode-services-impacted-fr.png","","Support & Settings","maintenance-mode-services-impacted","French","Maintenance","Screen state","TBD after editable reconstruction","Support & Settings","Inventory complete — Figma import blocked by MCP plan limit","Source path: 09-support-settings/09-maintenance-mode-services-impacted-fr.png; dimensions: 941x1672"
"09-support-settings","09-marketing-preferences-detailed-fr.png","90 — Support & Settings","02 — Source Screenshots","SRC / 09-marketing-preferences-detailed-fr.png","","Support & Settings","marketing-preferences-detailed","French","Default","Screen reference","TBD after editable reconstruction","Support & Settings","Inventory complete — Figma import blocked by MCP plan limit","Source path: 09-support-settings/09-marketing-preferences-detailed-fr.png; dimensions: 941x1672"
"09-support-settings","09-my-support-tickets-list-fr.png","90 — Support & Settings","02 — Source Screenshots","SRC / 09-my-support-tickets-list-fr.png","","Support & Settings","my-support-tickets-list","French","Default","Screen reference","TBD after editable reconstruction","Support & Settings","Inventory complete — Figma import blocked by MCP plan limit","Source path: 09-support-settings/09-my-support-tickets-list-fr.png; dimensions: 941x1672"
"09-support-settings","09-no-support-requests-empty-state-fr.png","90 — Support & Settings","02 — Source Screenshots","SRC / 09-no-support-requests-empty-state-fr.png","","Support & Settings","no-support-requests-empty-state","French","Empty","Screen state","TBD after editable reconstruction","Support & Settings","Inventory complete — Figma import blocked by MCP plan limit","Source path: 09-support-settings/09-no-support-requests-empty-state-fr.png; dimensions: 941x1672"
"09-support-settings","09-notification-settings-matrix-grid-fr.png","90 — Support & Settings","02 — Source Screenshots","SRC / 09-notification-settings-matrix-grid-fr.png","","Support & Settings","notification-settings-matrix-grid","French","Default","Screen reference","TBD after editable reconstruction","Support & Settings","Inventory complete — Figma import blocked by MCP plan limit","Source path: 09-support-settings/09-notification-settings-matrix-grid-fr.png; dimensions: 941x1672"
"09-support-settings","09-offline-mode-limited-functionality-fr.png","90 — Support & Settings","02 — Source Screenshots","SRC / 09-offline-mode-limited-functionality-fr.png","","Support & Settings","offline-mode-limited-functionality","French","Offline","Screen state","TBD after editable reconstruction","Support & Settings","Inventory complete — Figma import blocked by MCP plan limit","Source path: 09-support-settings/09-offline-mode-limited-functionality-fr.png; dimensions: 941x1672"
"09-support-settings","09-privacy-data-policies-delete-account-fr.png","90 — Support & Settings","02 — Source Screenshots","SRC / 09-privacy-data-policies-delete-account-fr.png","","Support & Settings","privacy-data-policies-delete-account","French","Default","Screen reference","TBD after editable reconstruction","Support & Settings","Inventory complete — Figma import blocked by MCP plan limit","Source path: 09-support-settings/09-privacy-data-policies-delete-account-fr.png; dimensions: 941x1672"
"09-support-settings","09-privacy-policy-full-document-fr.png","90 — Support & Settings","02 — Source Screenshots","SRC / 09-privacy-policy-full-document-fr.png","","Support & Settings","privacy-policy-full-document","French","Default","Screen reference","TBD after editable reconstruction","Support & Settings","Inventory complete — Figma import blocked by MCP plan limit","Source path: 09-support-settings/09-privacy-policy-full-document-fr.png; dimensions: 941x1672"
"09-support-settings","09-reply-to-support-message-fr.png","90 — Support & Settings","02 — Source Screenshots","SRC / 09-reply-to-support-message-fr.png","","Support & Settings","reply-to-support-message","French","Default","Screen reference","TBD after editable reconstruction","Support & Settings","Inventory complete — Figma import blocked by MCP plan limit","Source path: 09-support-settings/09-reply-to-support-message-fr.png; dimensions: 941x1672"
"09-support-settings","09-review-send-support-request-fr.png","90 — Support & Settings","02 — Source Screenshots","SRC / 09-review-send-support-request-fr.png","","Support & Settings","review-send-support-request","French","Default","Screen reference","TBD after editable reconstruction","Support & Settings","Inventory complete — Figma import blocked by MCP plan limit","Source path: 09-support-settings/09-review-send-support-request-fr.png; dimensions: 941x1672"
"09-support-settings","09-select-order-for-support-fr.png","90 — Support & Settings","02 — Source Screenshots","SRC / 09-select-order-for-support-fr.png","","Support & Settings","select-order-for-support","French","Default","Screen reference","TBD after editable reconstruction","Support & Settings","Inventory complete — Figma import blocked by MCP plan limit","Source path: 09-support-settings/09-select-order-for-support-fr.png; dimensions: 941x1672"
"09-support-settings","09-settings-error-loading-state-fr.png","90 — Support & Settings","02 — Source Screenshots","SRC / 09-settings-error-loading-state-fr.png","","Support & Settings","settings-error-loading-state","French","Loading","Screen state","TBD after editable reconstruction","Support & Settings","Inventory complete — Figma import blocked by MCP plan limit","Source path: 09-support-settings/09-settings-error-loading-state-fr.png; dimensions: 941x1672"
"09-support-settings","09-settings-menu-ar.png","90 — Support & Settings","02 — Source Screenshots","SRC / 09-settings-menu-ar.png","","Support & Settings","settings-menu","Arabic","Default","Screen reference","TBD after editable reconstruction","Support & Settings","Inventory complete — Figma import blocked by MCP plan limit","Source path: 09-support-settings/09-settings-menu-ar.png; dimensions: 941x1672"
"09-support-settings","09-settings-menu-full-list-fr.png","90 — Support & Settings","02 — Source Screenshots","SRC / 09-settings-menu-full-list-fr.png","","Support & Settings","settings-menu-full-list","French","Default","Screen reference","TBD after editable reconstruction","Support & Settings","Inventory complete — Figma import blocked by MCP plan limit","Source path: 09-support-settings/09-settings-menu-full-list-fr.png; dimensions: 941x1672"
"09-support-settings","09-settings-skeleton-loading-state.png","90 — Support & Settings","02 — Source Screenshots","SRC / 09-settings-skeleton-loading-state.png","","Support & Settings","settings-skeleton-loading-state","Shared","Loading","Screen state","TBD after editable reconstruction","Support & Settings","Inventory complete — Figma import blocked by MCP plan limit","Source path: 09-support-settings/09-settings-skeleton-loading-state.png; dimensions: 941x1672"
"09-support-settings","09-silent-hours-day-selection-fr.png","90 — Support & Settings","02 — Source Screenshots","SRC / 09-silent-hours-day-selection-fr.png","","Support & Settings","silent-hours-day-selection","French","Default","Screen reference","TBD after editable reconstruction","Support & Settings","Inventory complete — Figma import blocked by MCP plan limit","Source path: 09-support-settings/09-silent-hours-day-selection-fr.png; dimensions: 941x1672"
"09-support-settings","09-storage-cache-management-fr.png","90 — Support & Settings","02 — Source Screenshots","SRC / 09-storage-cache-management-fr.png","","Support & Settings","storage-cache-management","French","Default","Screen reference","TBD after editable reconstruction","Support & Settings","Inventory complete — Figma import blocked by MCP plan limit","Source path: 09-support-settings/09-storage-cache-management-fr.png; dimensions: 941x1672"
"09-support-settings","09-support-connection-error-fr.png","90 — Support & Settings","02 — Source Screenshots","SRC / 09-support-connection-error-fr.png","","Support & Settings","support-connection-error","French","Error","Screen state","TBD after editable reconstruction","Support & Settings","Inventory complete — Figma import blocked by MCP plan limit","Source path: 09-support-settings/09-support-connection-error-fr.png; dimensions: 941x1672"
"09-support-settings","09-support-request-sent-success-fr.png","90 — Support & Settings","02 — Source Screenshots","SRC / 09-support-request-sent-success-fr.png","","Support & Settings","support-request-sent-success","French","Success","Screen state","TBD after editable reconstruction","Support & Settings","Inventory complete — Figma import blocked by MCP plan limit","Source path: 09-support-settings/09-support-request-sent-success-fr.png; dimensions: 941x1672"
"09-support-settings","09-support-temporarily-unavailable-fr.png","90 — Support & Settings","02 — Source Screenshots","SRC / 09-support-temporarily-unavailable-fr.png","","Support & Settings","support-temporarily-unavailable","French","Unavailable","Screen state","TBD after editable reconstruction","Support & Settings","Inventory complete — Figma import blocked by MCP plan limit","Source path: 09-support-settings/09-support-temporarily-unavailable-fr.png; dimensions: 941x1672"
"09-support-settings","09-ticket-detail-conversation-thread-fr.png","90 — Support & Settings","02 — Source Screenshots","SRC / 09-ticket-detail-conversation-thread-fr.png","","Support & Settings","ticket-detail-conversation-thread","French","Default","Screen reference","TBD after editable reconstruction","Support & Settings","Inventory complete — Figma import blocked by MCP plan limit","Source path: 09-support-settings/09-ticket-detail-conversation-thread-fr.png; dimensions: 941x1672"
"09-support-settings","09-ticket-resolved-rating-fr.png","90 — Support & Settings","02 — Source Screenshots","SRC / 09-ticket-resolved-rating-fr.png","","Support & Settings","ticket-resolved-rating","French","Default","Screen reference","TBD after editable reconstruction","Support & Settings","Inventory complete — Figma import blocked by MCP plan limit","Source path: 09-support-settings/09-ticket-resolved-rating-fr.png; dimensions: 941x1672"
"10-system-states","10-access-denied-403-fr.png","100 — System States","02 — Source Screenshots","SRC / 10-access-denied-403-fr.png","","System","access-denied-403","French","Denied","Screen state","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-access-denied-403-fr.png; dimensions: 941x1672"
"10-system-states","10-account-blocked-fr.png","100 — System States","02 — Source Screenshots","SRC / 10-account-blocked-fr.png","","System","account-blocked","French","Default","Screen reference","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-account-blocked-fr.png; dimensions: 941x1672"
"10-system-states","10-account-other-device-fr.png","100 — System States","02 — Source Screenshots","SRC / 10-account-other-device-fr.png","","System","account-other-device","French","Default","Screen reference","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-account-other-device-fr.png; dimensions: 941x1672"
"10-system-states","10-account-sync-fr.png","100 — System States","02 — Source Screenshots","SRC / 10-account-sync-fr.png","","System","account-sync","French","Default","Screen reference","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-account-sync-fr.png; dimensions: 941x1672"
"10-system-states","10-account-sync-fr-v2.png","100 — System States","02 — Source Screenshots","SRC / 10-account-sync-fr-v2.png","","System","account-sync-fr-v2","French","Default","Screen reference","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-account-sync-fr-v2.png; dimensions: 941x1672"
"10-system-states","10-account-sync-progress-fr.png","100 — System States","02 — Source Screenshots","SRC / 10-account-sync-progress-fr.png","","System","account-sync-progress","French","Default","Screen reference","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-account-sync-progress-fr.png; dimensions: 941x1672"
"10-system-states","10-app-initialization-fr.png","100 — System States","02 — Source Screenshots","SRC / 10-app-initialization-fr.png","","System","app-initialization","French","Default","Screen reference","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-app-initialization-fr.png; dimensions: 941x1672"
"10-system-states","10-app-initialization-fr-v2.png","100 — System States","02 — Source Screenshots","SRC / 10-app-initialization-fr-v2.png","","System","app-initialization-fr-v2","French","Default","Screen reference","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-app-initialization-fr-v2.png; dimensions: 941x1672"
"10-system-states","10-app-up-to-date-fr.png","100 — System States","02 — Source Screenshots","SRC / 10-app-up-to-date-fr.png","","System","app-up-to-date","French","Default","Screen reference","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-app-up-to-date-fr.png; dimensions: 941x1672"
"10-system-states","10-background-sync-fr.png","100 — System States","02 — Source Screenshots","SRC / 10-background-sync-fr.png","","System","background-sync","French","Default","Screen reference","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-background-sync-fr.png; dimensions: 941x1672"
"10-system-states","10-biometric-unavailable-fr.png","100 — System States","02 — Source Screenshots","SRC / 10-biometric-unavailable-fr.png","","System","biometric-unavailable","French","Unavailable","Screen state","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-biometric-unavailable-fr.png; dimensions: 941x1672"
"10-system-states","10-biometric-unavailable-fr-v2.png","100 — System States","02 — Source Screenshots","SRC / 10-biometric-unavailable-fr-v2.png","","System","biometric-unavailable-fr-v2","French","Unavailable","Screen state","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-biometric-unavailable-fr-v2.png; dimensions: 941x1672"
"10-system-states","10-cache-clearing-progress-fr.png","100 — System States","02 — Source Screenshots","SRC / 10-cache-clearing-progress-fr.png","","System","cache-clearing-progress","French","Default","Screen reference","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-cache-clearing-progress-fr.png; dimensions: 941x1672"
"10-system-states","10-camera-access-denied-fr.png","100 — System States","02 — Source Screenshots","SRC / 10-camera-access-denied-fr.png","","System","camera-access-denied","French","Denied","Screen state","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-camera-access-denied-fr.png; dimensions: 941x1672"
"10-system-states","10-connection-restored-fr.png","100 — System States","02 — Source Screenshots","SRC / 10-connection-restored-fr.png","","System","connection-restored","French","Restored","Screen reference","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-connection-restored-fr.png; dimensions: 941x1672"
"10-system-states","10-connection-restored-fr-v2.png","100 — System States","02 — Source Screenshots","SRC / 10-connection-restored-fr-v2.png","","System","connection-restored-fr-v2","French","Restored","Screen reference","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-connection-restored-fr-v2.png; dimensions: 941x1672"
"10-system-states","10-connection-timeout-fr.png","100 — System States","02 — Source Screenshots","SRC / 10-connection-timeout-fr.png","","System","connection-timeout","French","Default","Screen reference","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-connection-timeout-fr.png; dimensions: 941x1672"
"10-system-states","10-connection-timeout-fr-v2.png","100 — System States","02 — Source Screenshots","SRC / 10-connection-timeout-fr-v2.png","","System","connection-timeout-fr-v2","French","Default","Screen reference","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-connection-timeout-fr-v2.png; dimensions: 941x1672"
"10-system-states","10-content-loading-ar.png","100 — System States","02 — Source Screenshots","SRC / 10-content-loading-ar.png","","System","content-loading","Arabic","Loading","Screen state","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-content-loading-ar.png; dimensions: 941x1672"
"10-system-states","10-content-loading-ar-v2.png","100 — System States","02 — Source Screenshots","SRC / 10-content-loading-ar-v2.png","","System","content-loading-ar-v2","Arabic","Loading","Screen state","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-content-loading-ar-v2.png; dimensions: 941x1672"
"10-system-states","10-content-loading-skeleton-fr.png","100 — System States","02 — Source Screenshots","SRC / 10-content-loading-skeleton-fr.png","","System","content-loading-skeleton","French","Loading","Screen state","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-content-loading-skeleton-fr.png; dimensions: 941x1672"
"10-system-states","10-data-restoration-progress-fr.png","100 — System States","02 — Source Screenshots","SRC / 10-data-restoration-progress-fr.png","","System","data-restoration-progress","French","Default","Screen reference","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-data-restoration-progress-fr.png; dimensions: 941x1672"
"10-system-states","10-generic-error-fr.png","100 — System States","02 — Source Screenshots","SRC / 10-generic-error-fr.png","","System","generic-error","French","Error","Screen state","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-generic-error-fr.png; dimensions: 941x1672"
"10-system-states","10-installation-progress-fr.png","100 — System States","02 — Source Screenshots","SRC / 10-installation-progress-fr.png","","System","installation-progress","French","Default","Screen reference","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-installation-progress-fr.png; dimensions: 941x1672"
"10-system-states","10-location-access-denied-fr.png","100 — System States","02 — Source Screenshots","SRC / 10-location-access-denied-fr.png","","System","location-access-denied","French","Denied","Screen state","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-location-access-denied-fr.png; dimensions: 941x1672"
"10-system-states","10-location-access-denied-fr-v2.png","100 — System States","02 — Source Screenshots","SRC / 10-location-access-denied-fr-v2.png","","System","location-access-denied-fr-v2","French","Denied","Screen state","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-location-access-denied-fr-v2.png; dimensions: 941x1672"
"10-system-states","10-maintenance-completed-ar.png","100 — System States","02 — Source Screenshots","SRC / 10-maintenance-completed-ar.png","","System","maintenance-completed","Arabic","Maintenance","Screen state","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-maintenance-completed-ar.png; dimensions: 941x1672"
"10-system-states","10-maintenance-completed-fr.png","100 — System States","02 — Source Screenshots","SRC / 10-maintenance-completed-fr.png","","System","maintenance-completed","French","Maintenance","Screen state","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-maintenance-completed-fr.png; dimensions: 941x1672"
"10-system-states","10-maintenance-completed-fr-v2.png","100 — System States","02 — Source Screenshots","SRC / 10-maintenance-completed-fr-v2.png","","System","maintenance-completed-fr-v2","French","Maintenance","Screen state","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-maintenance-completed-fr-v2.png; dimensions: 941x1672"
"10-system-states","10-notifications-disabled-fr.png","100 — System States","02 — Source Screenshots","SRC / 10-notifications-disabled-fr.png","","System","notifications-disabled","French","Default","Screen reference","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-notifications-disabled-fr.png; dimensions: 941x1672"
"10-system-states","10-offline-ar.png","100 — System States","02 — Source Screenshots","SRC / 10-offline-ar.png","","System","offline","Arabic","Offline","Screen state","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-offline-ar.png; dimensions: 941x1672"
"10-system-states","10-offline-ar-v2.png","100 — System States","02 — Source Screenshots","SRC / 10-offline-ar-v2.png","","System","offline-ar-v2","Arabic","Offline","Screen state","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-offline-ar-v2.png; dimensions: 941x1672"
"10-system-states","10-offline-cached-content-fr.png","100 — System States","02 — Source Screenshots","SRC / 10-offline-cached-content-fr.png","","System","offline-cached-content","French","Offline","Screen state","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-offline-cached-content-fr.png; dimensions: 941x1672"
"10-system-states","10-offline-fr.png","100 — System States","02 — Source Screenshots","SRC / 10-offline-fr.png","","System","offline","French","Offline","Screen state","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-offline-fr.png; dimensions: 941x1672"
"10-system-states","10-page-not-found-fr.png","100 — System States","02 — Source Screenshots","SRC / 10-page-not-found-fr.png","","System","page-not-found","French","Default","Screen reference","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-page-not-found-fr.png; dimensions: 941x1672"
"10-system-states","10-password-changed-fr.png","100 — System States","02 — Source Screenshots","SRC / 10-password-changed-fr.png","","System","password-changed","French","Default","Screen reference","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-password-changed-fr.png; dimensions: 941x1672"
"10-system-states","10-photos-access-denied-fr.png","100 — System States","02 — Source Screenshots","SRC / 10-photos-access-denied-fr.png","","System","photos-access-denied","French","Denied","Screen state","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-photos-access-denied-fr.png; dimensions: 941x1672"
"10-system-states","10-photos-access-denied-fr-v2.png","100 — System States","02 — Source Screenshots","SRC / 10-photos-access-denied-fr-v2.png","","System","photos-access-denied-fr-v2","French","Denied","Screen state","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-photos-access-denied-fr-v2.png; dimensions: 941x1672"
"10-system-states","10-reconnection-progress-fr.png","100 — System States","02 — Source Screenshots","SRC / 10-reconnection-progress-fr.png","","System","reconnection-progress","French","Default","Screen reference","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-reconnection-progress-fr.png; dimensions: 941x1672"
"10-system-states","10-reconnection-progress-fr-v2.png","100 — System States","02 — Source Screenshots","SRC / 10-reconnection-progress-fr-v2.png","","System","reconnection-progress-fr-v2","French","Default","Screen reference","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-reconnection-progress-fr-v2.png; dimensions: 941x1672"
"10-system-states","10-refresh-progress-fr.png","100 — System States","02 — Source Screenshots","SRC / 10-refresh-progress-fr.png","","System","refresh-progress","French","Default","Screen reference","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-refresh-progress-fr.png; dimensions: 941x1672"
"10-system-states","10-scheduled-maintenance-fr.png","100 — System States","02 — Source Screenshots","SRC / 10-scheduled-maintenance-fr.png","","System","scheduled-maintenance","French","Maintenance","Screen state","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-scheduled-maintenance-fr.png; dimensions: 941x1672"
"10-system-states","10-scheduled-maintenance-fr-v2.png","100 — System States","02 — Source Screenshots","SRC / 10-scheduled-maintenance-fr-v2.png","","System","scheduled-maintenance-fr-v2","French","Maintenance","Screen state","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-scheduled-maintenance-fr-v2.png; dimensions: 941x1672"
"10-system-states","10-server-error-500-fr.png","100 — System States","02 — Source Screenshots","SRC / 10-server-error-500-fr.png","","System","server-error-500","French","Error","Screen state","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-server-error-500-fr.png; dimensions: 941x1672"
"10-system-states","10-server-unavailable-ar.png","100 — System States","02 — Source Screenshots","SRC / 10-server-unavailable-ar.png","","System","server-unavailable","Arabic","Unavailable","Screen state","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-server-unavailable-ar.png; dimensions: 941x1672"
"10-system-states","10-server-unavailable-ar-v2.png","100 — System States","02 — Source Screenshots","SRC / 10-server-unavailable-ar-v2.png","","System","server-unavailable-ar-v2","Arabic","Unavailable","Screen state","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-server-unavailable-ar-v2.png; dimensions: 941x1672"
"10-system-states","10-server-unavailable-detailed-fr.png","100 — System States","02 — Source Screenshots","SRC / 10-server-unavailable-detailed-fr.png","","System","server-unavailable-detailed","French","Unavailable","Screen state","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-server-unavailable-detailed-fr.png; dimensions: 941x1672"
"10-system-states","10-server-unavailable-fr.png","100 — System States","02 — Source Screenshots","SRC / 10-server-unavailable-fr.png","","System","server-unavailable","French","Unavailable","Screen state","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-server-unavailable-fr.png; dimensions: 941x1672"
"10-system-states","10-session-expired-ar.png","100 — System States","02 — Source Screenshots","SRC / 10-session-expired-ar.png","","System","session-expired","Arabic","Default","Screen reference","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-session-expired-ar.png; dimensions: 941x1672"
"10-system-states","10-session-expired-fr.png","100 — System States","02 — Source Screenshots","SRC / 10-session-expired-fr.png","","System","session-expired","French","Default","Screen reference","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-session-expired-fr.png; dimensions: 941x1672"
"10-system-states","10-session-restoration-fr.png","100 — System States","02 — Source Screenshots","SRC / 10-session-restoration-fr.png","","System","session-restoration","French","Default","Screen reference","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-session-restoration-fr.png; dimensions: 941x1672"
